review,sentiment
Eastern Airways customer review,Positive
Eastern Airways customer review,Negative
Eastern Airways customer review,Positive
Eastern Airways customer review,Positive
Eastern Airways customer review,Positive
Eastern Airways customer review,Negative
Eastern Airways customer review,Negative
Eastern Airways customer review,Positive
Eastern Airways customer review,Positive
Eastern Airways customer review,Positive
Eastern Airways customer review,Negative
Eastern Airways customer review,Negative
Eastern Airways customer review,Positive
Eastern Airways customer review,Positive
Eastern Airways customer review,Positive
Eastern Airways customer review,Negative
Eastern Airways customer review,Positive
Eastern Airways customer review,Negative
Eastern Airways customer review,Positive
Eastern Airways customer review,Positive
Eastern Airways customer review,Positive
Eastern Airways customer review,Negative
Eastern Airways customer review,Positive
Eastern Airways customer review,Positive
Eastern Airways customer review,Positive
"""pleased we chose EasyFly""",Positive
"""overall a great experience""",Positive
"""worst airline I ever knew.""",Negative
"""meal was so poor""",Negative
"""Don't take it if you are a tourist""",Negative
"""best opinion about this airline""",Positive
"""helpful and professional""",Positive
"""Horrible experience""",Negative
"""Delays delays, delays""",Negative
"""deep disappointment""",Negative
"""never going to travel EasyJet again""",Negative
"""ended up paying $200 just for my bags""",Negative
"""Great onboard service""",Negative
"""axing massively many flights""",Negative
"""customer service was extremely rude""",Negative
"""cancelled with no explanation""",Negative
"""This airline is a complete shambles""",Negative
"""It’s a horrible airline""",Negative
"""Completely unreliable""",Negative
"""easyJet left us stranded abroad""",Negative
"""mislead paying customers""",Negative
"""wouldn't want to use EasyJet anymore""",Negative
"""no mention of compensation""",Negative
"""Worst experience ever""",Negative
"""Beware of this company""",Negative
"""flight landed in a different airport""",Negative
"""not entitled to change the flights""",Negative
"""the flight was canceled""",Negative
"""Delays, delays, delays""",Negative
"""They are not trustworthy""",Negative
"""follow their rules"" ",Negative
"""the worst airline ever""",Negative
"""Truly the worst airline""",Negative
"""Easyjet is not worth it""",Negative
"""nothing was clean""",Negative
"""certainly fly with Easyjet again""",Positive
"""Staff extremely rude""",Negative
"""stranded with no help""",Negative
"""crew very professional and kind""",Positive
"""I would advise anyone to avoid this airline""",Negative
"""worst company with bag policy""",Negative
"""never fly with them again""",Negative
"""trouble-free journey""",Negative
"""disturbing experience""",Negative
"""Pay attention when you book a ticket""",Positive
"""Terrible, rude customer service""",Negative
"""Terrible, rude customer service"" ",Negative
"""Really rubbish customer service""",Negative
"""luggage rules/measures are very confusing """,Negative
"""never had a problem with any other airline""",Negative
"""passengers were simply left stuck""",Negative
"""aren‘t good with their customer service""",Negative
"""a fee for £39.99 before the boarding""",Negative
"""easyjet don’t care""",Negative
"""Departing from Amsterdam was unpleasant""",Positive
"""The plane was not clean"" ",Negative
"""fight will begin for compensation""",Negative
"""Would definitely recommend""",Positive
"""Hats off to the team""",Positive
"""flying with easyJet for us is relatively relaxed""",Negative
"""Aircraft was clean and good legroom""",Negative
"""don't recommend this money-hungry airline company""",Negative
"""Worst flight experience""",Negative
"""told by staff that my bag was too large""",Negative
"""Very unreliable airline""",Negative
"""EasyJet lost my bag""",Negative
"""refunded 10% of the money""",Negative
"""impressed with the value for money""",Negative
"""I do not recommend this company""",Negative
"""crew very friendly and professional""",Negative
"""I am very disappointed with them""",Negative
"""Better than other low cost airlines""",Negative
"""good transport to get from point A to Point B""",Positive
"""great holiday thanks to easyJet"" ",Negative
"""Clean plane""",Negative
"""no responsibility for their lack of customer service""",Negative
"""Was told that I checked in late""",Negative
"""it does the job""",Positive
"""rendering the vouchers useless""",Negative
"""don't pay for extra services""",Negative
"""Will definitely fly with them again""",Positive
"""suitcase does not fit their regulations""",Negative
"""cancelled less than 1 hour before""",Negative
"""I will never take EasyJet again""",Negative
"""money grabbing management""",Negative
"""extremely unreliable and very rude and clueless staff""",Negative
"""try to avoid flying with EasyJet""",Negative
"""gave me absolutely zero alternative options""",Negative
"""the worst customer service""",Negative
"""They went above and beyond for a budget airline""",Negative
"""beyond disappointed in the service""",Negative
"""still no compensation""",Negative
"""they tax you 28€ per bag twice""",Negative
"""Will never fly with them again""",Negative
"""Worst airline I used so far""",Negative
"""militant fund raising exercise""",Negative
"""I had to pay for the hold luggage""",Negative
"""definitely avoid them""",Negative
"""Customer service is non existent""",Negative
"""a very unpleasant experience""",Negative
"""no space to put bag overhead""",Negative
"""luggage missing for 8 days now""",Negative
"""waiting for the money to be transferred""",Negative
"""EasyJet have no customer service""",Negative
"""I won’t use them ever again!""",Negative
"""Absolutely the worst""",Negative
"""never use this company again""",Negative
"""reimbursed me all my costs""",Positive
"""Worst airline I’ve ever flown""",Negative
"""Really uncomfortable aircraft""",Negative
"""I won't pick them up again!""",Negative
"""unpleasant arrogant flight attendants""",Negative
"""food is absolutely awful and totally sub-standard for business class""",Negative
"""experiences were very pleasant""",Positive
"""Customer service is non-existing""",Negative
"""Very disappointing lack of service care""",Positive
"""A surprisingly great flight""",Negative
"""most pleasant long haul economy flight""",Positive
"""FA were extremely courteous""",Positive
"""understanding and kindness to older people apparently is not part of their policy""",Negative
"""Comfortable and pleasant journey""",Positive
Edelweiss Air customer review,Negative
"""happily fly them again""",Negative
"""Business class is total fraud""",Negative
"""Old and uncomfortable seats""",Negative
"""baby bassinet was not allowed""",Negative
""" was actually not bad""",Positive
"""our return flight had been cancelled""",Negative
"""was given a meat dish when I had ordered vegetarian""",Negative
"""Overall a great service""",Positive
"""I would highly recommend""",Negative
"""service was so good""",Negative
"""all was excellent""",Positive
"""the selection of films was good""",Positive
"""worst experience ever""",Negative
"""I would avoid Edelweiss""",Negative
"""airline was absolutely excellent""",Positive
"""Service was superb!""",Positive
"""Outstanding customer service""",Positive
"""the food not so great""",Positive
"""not allowed access to Lounge""",Positive
"""shame for a Swiss carrier""",Positive
"""a pleasant surprise""",Positive
"""seating most uncomfortable""",Negative
"""a terrible airline""",Negative
"""They give our seat away""",Negative
"""break two checked in bags""",Negative
"""overall a good carrier""",Positive
"""had a problem with our baggage""",Negative
"""stewardess lack of empathy""",Negative
"""It was a perfect flight""",Negative
Edelweiss Air customer review,Positive
"""courteous crew and service""",Positive
"""great travel experience""",Positive
"""staff were also great""",Positive
"""Trouble free journey""",Negative
"""ridicously tight seating""",Negative
"""service was very poor""",Negative
"""cannot rely on Edelweiss""",Negative
"""recommend this airline""",Negative
"""satisfied with high standards""",Negative
"""terrible customer service""",Negative
"""ridiculously tight seating""",Negative
"""Most uncomfortable flights""",Positive
"""excellent Edelweiss Air flight""",Negative
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Positive
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Positive
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Positive
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Positive
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Positive
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Positive
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Positive
Edelweiss Air customer review,Positive
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Positive
Edelweiss Air customer review,Positive
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Negative
Edelweiss Air customer review,Positive
Edelweiss Air customer review,Positive
Edelweiss Air customer review,Positive
"""flight attendants were quite rude""",Negative
"""Friendly and efficient on-board staff""",Positive
"""Good flight, high allowance for luggage""",Positive
"""seats and windows were disgustingly dirty""",Negative
"""I am getting no response""",Negative
"""last flight with this airline""",Negative
"""no one from the crew cared""",Negative
"""has zero regard for passenger comfort and well-being""",Negative
"""Nothing was provided by the airline""",Negative
"""EgyptAir flight was delayed"" ",Negative
"""lost my luggage 30 days ago""",Negative
"""my baggage still hasn't arrived""",Negative
"""Excellent service""",Negative
"""the flight was excellent""",Positive
"""I was very uncomfortable""",Negative
"""offered a non-vegetarian meal""",Negative
"""Meal was very bad""",Positive
"""been on hold for well over 2 hours""",Negative
"""not liable to pay me any compensation""",Negative
"""economy seating comfortable""",Positive
"""I will never use Egyptair""",Negative
"""terrible service""",Negative
"""uncomfortable and frustrated""",Negative
"""I have not received the funds""",Negative
"""Crew was friendly and polite""",Positive
"""an absolutely horrible experience""",Negative
"""a blemish on the Star Alliance brand""",Negative
"""were delayed for two hours""",Negative
"""a disgrace of an airline""",Negative
"""didn't want to engage with anyone""",Negative
"""very impressed with the service provided""",Negative
"""arrive in Ghana to no luggage""",Negative
"""Terrible inflight service""",Negative
"""Do not fly with Egypt Air"" ",Negative
"""food on board was very tasty""",Negative
"""4 flights with them and they were all delayed""",Negative
"""every flight had a delay""",Negative
"""Terrible meals""",Negative
"""8 hours late after hellish experience""",Negative
"""infotainment system was a disaster""",Negative
"""Most uncomfortable economy class""",Negative
"""not accepting any claim for compensation""",Negative
"""not recommend this airline""",Negative
"""such a poorly run company""",Negative
"""compensated me with a transit flight""",Negative
"""flight was cancelled before I even booked""",Negative
"""training to improve the entire Egyptair service package""",Negative
"""have not received my luggage""",Negative
"""no response from the airline""",Negative
"""I haven't received my refund yet""",Negative
"""missed my luggage in Cairo during transit""",Negative
"""Very basic service""",Negative
"""worst airline I have experienced""",Negative
"""would like to thank the crew""",Positive
"""upset at how your staff treated me""",Negative
"""stranded in the airport for 24 hours""",Negative
"""waiting for a few late passengers""",Negative
"""the staff were untidy and looked unprofessional""",Negative
"""Excellent service""",Negative
"""worst experience ever""",Negative
"""I was impressed with the airline""",Negative
"""definitely use them on this route again""",Positive
"""really had a bad experience""",Negative
"""no news about my missing luggage""",Negative
"""Absolute awful experience""",Negative
"""the most unpleasant flight""",Negative
"""gave me another flight after 4 hours""",Negative
"""Limited seat reclining""",Positive
"""very disappointed""",Negative
"""couldn’t find the payment for the extra luggage""",Negative
"""crew served a nice snack box""",Positive
"""Terrible experience""",Negative
"""just waiting like everyone else""",Negative
"""told that my tickets been cancelled""",Negative
"""As of today the situation is still not resolved""",Negative
"""I'm disappointed, I will never use their service again""",Negative
"""Absolute disaster""",Negative
"""Egyptair was not helpful at all""",Negative
"""refused to upgrade our seats""",Negative
"""a rather good experience""",Positive
"""inflight service provided was less than acceptable""",Negative
"""the plane was not clean at all""",Negative
"""I refused to take down the bassinet""",Negative
"""still have not received my refund""",Negative
"""refused multiple times to be checked in online""",Negative
"""airline misplaced my baggage""",Negative
"""Cancelled my booking""",Negative
"""challenging to get adequate information""",Positive
"""exceeded all of my expectations""",Positive
"""would never recommend Egyptair""",Negative
"""They cancelled my booking""",Negative
"""Good in flight service""",Positive
"""Overall decent experience""",Positive
"""airline should improve""",Negative
"""Overall a pleasant flight""",Positive
"""no-frills low cost""",Negative
"""improved by leaps and bounds""",Positive
"""Hotel is not included""",Negative
"""my bag was left behind""",Negative
"""poor English language""",Negative
"""El Al did a good job""",Positive
"""never been a premium airline""",Negative
"""Better take another airline""",Negative
"""Toilets were dirty""",Negative
"""9 weeks passed without getting the refund""",Negative
"""no news about your luggage""",Negative
"""treated like a terrorist""",Negative
"""downgraded us at the last minute""",Negative
"""Worst airline I have experienced""",Negative
"""This airline is a joke""",Negative
"""This is a screwed up airline""",Negative
"""they did not show up on time""",Negative
"""they became a rip off"" ",Negative
"""the crew was very nice""",Negative
"""an absolute nightmare""",Negative
"""nasty and unreasonable""",Negative
"""Terrible customer service""",Negative
"""smooth comfortable flight"" ",Negative
"""I was treated very badly""",Negative
"""3 hour wait to get to baggage drop""",Negative
"""Cancelled our flight on departure day""",Negative
"""large selection of IFE""",Negative
"""Low cost airlines give much better service""",Negative
"""hands down the worst experience""",Negative
"""Low cost service at full service fares""",Negative
"""they don't answer their customers""",Negative
"""the whole experience was traumatic""",Negative
"""Don't bother with premium""",Negative
"""All in all a good flight""",Positive
"""They were beyond rude, unhelpful""",Negative
"""They humiliated me as a woman""",Negative
"""Terrible customer service""",Negative
"""absolutely to be avoided""",Negative
"""Avoid like the plague""",Negative
"""They lost my baggage""",Negative
"""I've been waiting eight months for my refund""",Negative
"""staff friendly most of the time""",Positive
"""I tore up my return ticket""",Negative
"""Avoid at any costs""",Negative
"""Staff were smiling and helpful""",Positive
"""wanted to write this to thank you""",Positive
"""the seats were horribly outdated""",Negative
"""Food is not great""",Positive
"""WIFI works good""",Positive
"""Seats were not comfortable""",Positive
"""the absolute worse airline to fly with""",Negative
"""extremely pleasant journey""",Negative
"""they finally canceled the flight""",Negative
"""Very pleasant journey""",Negative
"""food was embarrassing""",Positive
"""Absolutely horrible staff""",Negative
"""Worst trip ever!""",Negative
"""Extremely lousy airline""",Negative
"""poor for a premium airline""",Positive
"""Worst airline experience I've ever had""",Negative
"""worst company i ever use""",Negative
"""The food was very tasty""",Negative
"""is the worse airline""",Negative
"""Absolutely uncomfortable""",Negative
"""experience was great""",Negative
"""could not fault the service""",Negative
"""treated like dirt""",Negative
"""time to renovate the 777""",Positive
"""absolutely disgusting experience""",Negative
"""Did not like the entertainment""",Positive
"""friendly cabin crew""",Negative
"""phones were never answered""",Negative
"""never fly El Al again""",Negative
"""service not equal to price""",Negative
"""super professional and nice""",Negative
"""terrible, very old airplane""",Negative
"""it's miserly. Awful""",Negative
"""won’t fly with them again""",Negative
"""there is lack of professionalism""",Negative
"""Service was very good""",Positive
"""WiFi worked well""",Positive
"""enjoy being terrible people""",Negative
"""Ridiculous, non-professional, rude""",Negative
"""service was very friendly""",Negative
"""very nice business class""",Positive
"""This is unacceptable service""",Negative
"""I don't recommend El Al""",Negative
"""Service was excellent""",Positive
"""caused stressful environment""",Negative
"""seats are nice and comfortable""",Positive
"""lack of information""",Negative
"""Service was very good and professional""",Positive
"""Worst flight ever""",Negative
"""experience on the 787 was great""",Positive
"""treats passengers like terrorists""",Negative
"""business class is not up-to-date""",Positive
"""Service was very good""",Positive
"""direct from Los Angeles""",Negative
"""Professional, nice, calm, quick""",Negative
"""your act together and be competitive""",Negative
"""The food is inedible""",Positive
"""super professional and nice team""",Positive
"""No lounge for business class""",Negative
"""El Al has the worst service""",Negative
"""value for money""",Positive
"""They have cancelled flights twice""",Negative
"""totally recommend Ellinair""",Negative
"""items stolen during baggage handling""",Negative
"""nice and comfortable journey""",Negative
"""Staff is very good""",Positive
"""Immaculate and smiling crew""",Negative
"""expensive considering the quality of service""",Positive
"""happy to fly them again""",Negative
"""staff were friendly""",Negative
"""crew friendly and professional""",Positive
"""everything went really fine""",Positive
"""crew very helpful and friendly""",Positive
Ellinair customer review,Positive
Ellinair customer review,Positive
"""refusal to reimburse for damaged luggage""",Negative
"""Cabin crew were really surly""",Positive
"""let’s see if the consistency improves""",Positive
"""on-board internet simply does not work""",Positive
"""I was denied check in""",Negative
"""Emirates seems to suffer from hit and miss crew""",Positive
"""not even willing to listen to you""",Negative
"""a hit or miss airline""",Positive
"""Hope to see improved services""",Negative
"""appreciate the service given""",Positive
"""no more Emirates for us ever""",Negative
"""a great experience""",Positive
"""What a disappointment""",Negative
"""sad, angry and helpless""",Negative
"""certainly never fly with them again""",Negative
"""pleasant and professional""",Negative
"""excelling with their food""",Negative
"""worst experience of my lifetime""",Negative
"""acceptably comfortable""",Positive
"""complete different experience""",Negative
"""bordering on criminal if not unethical""",Negative
"""there was a very kind crew""",Negative
"""Fantastic service from hostess""",Positive
"""must be the worst food""",Negative
"""customer care is horrific""",Negative
"""fell short of expectations""",Positive
"""terrible, expensive travel experience""",Negative
"""decided not to travel with Emirates""",Negative
"""Bright cabin with wide comfortable seats""",Negative
"""they weighed even laptop bag""",Positive
"""worst airline to deal with"" ",Negative
"""Very disappointed"" ",Negative
"""Never flying with them again""",Negative
"""Emirates is overrated for everything""",Negative
"""no explanation for the delay""",Negative
"""a very good flight""",Negative
"""service could experience delays""",Positive
"""service could show some improvement""",Positive
"""Check-in was easy""",Positive
"""would not fly with them again""",Negative
"""Beware booking an Emirates codeshare""",Positive
"""won’t be travelling with Emirates again""",Negative
"""treatment and service has been horrible""",Negative
"""Why should we feel hungry on such a long flight?""",Negative
"""Everything went smooth""",Positive
"""shouted for assistance"" ",Negative
"""What a disappointment""",Negative
"""real Emirates service is not the one they advertise""",Negative
"""I would definitely recommend this airline""",Positive
"""an exceptional flight"" ",Positive
"""never did the refund"" ",Negative
"""The service has gone downhill""",Positive
"""Waste of money""",Negative
"""Worst traveling experience""",Negative
"""the most horrible airline""",Negative
"""really bad customer service"" ",Negative
"""Ground staff are very unfriendly""",Positive
"""Overrated airline""",Negative
"""totally not worth the money""",Negative
"""I was quite disappointed""",Negative
"""I was denied boarding""",Negative
"""the best flight I have ever been on""",Negative
"""worst flight I have ever had""",Negative
"""wait for 4-5 hours for my baggage""",Negative
"""they followed the protocol""",Negative
"""appalling way I and others were treated""",Negative
"""Would still highly recommend EK""",Positive
"""needed to request accommodation in advance""",Negative
"""I will fly Emirates again""",Negative
"""service on the plane was horrible""",Negative
"""used to be a good airline""",Negative
"""have nothing but praise for their stellar product""",Negative
"""handed a sleeping bag with no explanation""",Negative
"""one of my luggage was missing""",Negative
"""Ground service below horrifying""",Negative
"""Incredibly poor experience""",Negative
"""definitely don’t get what you paid for on Emirates""",Negative
"""has been quite disappointing"" ",Positive
"""the crew were nowhere to be seen""",Negative
"""Food was good in general""",Positive
"""Worst Airline and customer service""",Negative
"""it was very disappointing""",Negative
"""not a very good experience""",Positive
"""worse than my already very low expectations""",Negative
"""Very worst service ever""",Negative
"""It was a huge disappointment""",Negative
"""The service was excellent""",Negative
"""Best Gluten Free meals""",Negative
"""flight to Dubai was good""",Positive
"""Absolutely awful experience""",Negative
"""Meal service was super slow""",Positive
"""took a fine of 200 euros""",Negative
"""Superb airline""",Negative
"""treat every passenger the same""",Positive
"""good value and great staff""",Positive
"""A good flight""",Positive
"""Gluten Free meals are excellent""",Positive
"""hasn't been a great experience""",Negative
"""think I would try another airline""",Positive
"""staff are always ready to help""",Negative
Eritrean Airlines customer review,Positive
Eritrean Airlines customer review,Positive
"""flight has been cancelled""",Negative
"""extortion of money for luggage""",Negative
"""Avoid like the plague""",Negative
"""cheap food prices"" ",Negative
"""crew friendly and smiling""",Positive
Estonian Air customer review,Positive
Estonian Air customer review,Positive
Estonian Air customer review,Negative
Estonian Air customer review,Positive
Estonian Air customer review,Positive
Estonian Air customer review,Negative
Estonian Air customer review,Positive
Estonian Air customer review,Positive
Estonian Air customer review,Negative
Estonian Air customer review,Negative
Estonian Air customer review,Positive
Estonian Air customer review,Negative
Estonian Air customer review,Negative
Estonian Air customer review,Negative
Estonian Air customer review,Positive
Estonian Air customer review,Positive
Estonian Air customer review,Positive
Estonian Air customer review,Positive
Estonian Air customer review,Positive
Estonian Air customer review,Negative
Estonian Air customer review,Negative
Estonian Air customer review,Negative
Estonian Air customer review,Negative
Estonian Air customer review,Negative
Estonian Air customer review,Negative
Estonian Air customer review,Negative
Estonian Air customer review,Negative
Estonian Air customer review,Negative
Estonian Air customer review,Negative
Estonian Air customer review,Negative
Estonian Air customer review,Negative
Estonian Air customer review,Negative
Estonian Air customer review,Negative
"""Will fly Eswatini Air again""",Positive
"""Flight was very pleasant""",Negative
"""my luggage had not arrived""",Negative
"""upgraded seat which I never received""",Negative
"""seat I had reserved was no longer available""",Negative
"""extremely disappointed""",Negative
"""bad customer service""",Negative
"""changed my wife's flight to a day earlier""",Negative
"""flight time is good""",Positive
"""A very enjoyable flight""",Positive
"""Boarding very efficient""",Positive
"""okay for what they charge""",Positive
"""Efficient, well organised""",Negative
"""Not what I expect in business class""",Negative
"""the service was fantastic""",Negative
"""pretty terrible for business class""",Negative
"""I will not be flying ET again""",Negative
"""incompetent and dismissive""",Negative
"""I was absolutely satisfied with the service""",Positive
"""Very disappointing experience""",Negative
"""Eventually I did not board""",Negative
"""Great planes, great staff""",Negative
"""bag looks like it was smashed""",Negative
"""service has been utterly shocking""",Negative
"""A truly wonderful experience""",Negative
"""choose another airline""",Negative
"""layover hotel was disgusting""",Negative
"""I am very impressed""",Positive
"""Value for money""",Positive
"""One of the worst airlines I have encountered""",Negative
"""screen wasn't working so for a 9 hour flight""",Negative
"""will never used Ethiopian Airlines again""",Negative
"""There truly has been a major decline""",Negative
"""no words will describe how diabolical this service was""",Negative
"""I was very impressed""",Positive
"""The services was a disaster!""",Negative
"""told to stand at the counter and wait for 15 minutes""",Negative
"""The staff were mostly distant during the flight""",Positive
"""my suitcase was broken""",Negative
"""staff at Chennai must be polite with customers""",Positive
"""tried using credits the problems started""",Negative
"""no way to treat loyal customers""",Negative
"""I would fly them again""",Positive
"""last experience was so disappointing""",Negative
"""claimed my visa was not valid""",Negative
"""Overall I would recommend""",Positive
"""if I missed my flight its not their fault""",Negative
"""10 hours in Dubai airport""",Negative
"""an unpleasant and long flight""",Negative
"""sleeping on the jump seats""",Negative
"""cabin crew were very friendly""",Negative
"""ruined my very expensive vacation""",Negative
"""No customer service""",Negative
"""unable to say where the bags are""",Negative
"""lack of friendliness at the check-in""",Positive
"""everything that can be wrong""",Negative
"""Absolute horror trip!""",Negative
"""One of her bags never arrived""",Negative
"""You definitely get what you are paying for""",Negative
"""Don't fall for the cheap prices, you will pay for it in other ways""",Negative
"""my experience with Ethiopian Airlines was excellent""",Positive
"""not welcoming, some were rude""",Positive
"""would not hesitate to fly them again""",Positive
"""maintenance and cleanliness is a disgrace""",Negative
"""We had to sit separately""",Negative
"""helped us when we needed it most""",Positive
"""waiting for compensation for 4 months""",Negative
"""I am still waiting for a refund""",Negative
"""My experience was not a pleasant one to say the least""",Negative
"""hostesses said there was nothing they could do""",Negative
"""extremely bad customer service""",Negative
"""giving priority to its employees over passengers""",Negative
"""cabin crew didn't help at all""",Negative
"""Service quite messy on some legs""",Positive
"""refused to respond to my refund request""",Negative
"""Mytrip is not taking any responsibility""",Negative
"""I have never see a lazier group of flight attendants in my life""",Negative
"""a terrific airline""",Negative
"""Ethiopian staff are refusing to help book new flights""",Negative
"""Average to below average""",Negative
"""Good in-flight service""",Positive
"""I am chasing them for a refund""",Negative
"""can't fly due to the covid 19 restriction""",Negative
"""they have completely taken advantage of the pandemic""",Negative
"""ridiculous cheap airline""",Negative
"""such exemplary client care""",Negative
"""not possible to take the souvenirs on board""",Negative
"""I had enjoyable flights with Ethiopian""",Positive
"""this was a near-perfect flight""",Negative
"""Food was OK but not memorable""",Positive
"""flight offered value for money""",Positive
"""cabin crew were efficient and pleasant""",Positive
"""airline seems to do a very good job",Positive
"""they informed me a PCR was required""",Negative
Ethiopian Airlines customer review,Negative
"""all money refunded to my credit card correctly""",Positive
"""I have now called them 24 times""",Negative
"""promised me to refund me within 10 days""",Negative
"""haven't been able to get a refund""",Negative
"""My trip lasted a total of 21 hours""",Negative
"""The aircraft was exceptionally clean""",Positive
"""decent travel experience mostly""",Positive
"""many had broken entertainment systems""",Negative
"""Etihad made this a really bad experience""",Negative
"""the flight was pleasant""",Positive
"""fed up with Etihad""",Negative
"""first leg of journey is missing""",Negative
"""representative sarcastic and cannot help""",Negative
"""Overall it was a pretty hard trip""",Negative
"""Etihad showed complete disregard""",Negative
"""I have learnt my lesson""",Negative
"""5 star in every way!""",Negative
"""don't trust them anymore""",Negative
"""food trays etc, in the emergency exit""",Negative
"""unpleasant experiences""",Negative
"""would gladly fly them anytime""",Positive
"""they don't seem to really care""",Negative
"""will never fly with them again""",Negative
"""never refunded my cancelled flight""",Negative
"""still not received a refund""",Negative
"""most disappointing airline""",Negative
"""staff rude and unprofessional""",Negative
"""Complete disappointment"" ",Negative
"""would highly recommend""",Positive
"""One of the worst airlines I have flown""",Negative
"""dirty cabin with incompetent crew""",Negative
"""Etihad can’t match the other carrier’s overall services""",Positive
"""Service poor""",Negative
"""avoid if you can""",Negative
"""extremely disappointing""",Negative
"""Overall a horrible experience""",Negative
"""Very bad service""",Negative
"""They just don’t seem to care""",Negative
"""Large legroom for economy""",Positive
"""an unwelcoming attitude""",Negative
"""the service was a disaster""",Negative
"""a very disappointing experience""",Negative
"""I will never fly Etihad in future""",Negative
"""very uncomfortable""",Negative
"""my bag did not make it""",Negative
"""worst flying experience""",Negative
"""cabin was neat and clean, the seats comfortable""",Positive
"""somewhat pleasant 14 hour""",Positive
"""Bitterly disappointing""",Negative
"""The flight itself was alright""",Negative
"""Felt like a budget airline""",Negative
"""worst experience is T3 Abu Dhabi"" ",Negative
"""should make an insurance claim""",Negative
"""on top of everything useless staff""",Negative
"""What a terrible experience""",Negative
"""recommend never flying with Etihad""",Negative
"""cabin crew are so rude""",Negative
"""may want to avoid this airline""",Negative
"""it felt like a low cost carrier""",Negative
"""stay away from this airline""",Negative
"""Flight attendants outright rude""",Negative
"""I recommend choosing another airline""",Negative
"""flight was disappointing""",Negative
"""did not provide me any room for stop-over""",Negative
"""don't book Etihad Airways""",Negative
"""no compensation would be given""",Positive
"""Horrible food. Terrible airport""",Negative
"""airport experience was one of the worst""",Positive
"""Don’t waste your money booking seats""",Negative
"""will never fly with them again""",Negative
"""disappointed with the schedule changes""",Negative
"""they reimburse only hotels in Abu Dhabi""",Negative
"""product is much better than Emirates First""",Positive
"""3½ hours of mediocrity""",Positive
"""Etihad just overbooks flights""",Negative
"""Very disappointed""",Negative
"""Very small portion of food served""",Negative
"""Most disappointing experience""",Negative
"""experience before boarding is simply horrible""",Negative
"""affordable but not glamourous""",Positive
"""damaged my hard case bag"" ",Negative
"""seat very confortable""",Negative
"""money still isn't back in my account""",Negative
"""I had the worst experience""",Negative
"""will not fly with them again""",Negative
"""worst flight experience I have had""",Negative
"""owes me $2000 for damaged baggage""",Negative
"""They nickel and dime you""",Negative
"""Easily the worst airline experience""",Negative
"""No water or food provided""",Negative
"""none of the 3 checked-in baggage arrived""",Negative
"""money that was taken from me for no reason""",Negative
"""just atrocious and money hungry""",Negative
"""worst in customer service""",Negative
"""I recommend Etihad Airways""",Positive
"""Horrible customer service""",Negative
"""rude and unprofessional""",Negative
"""I would not recommend this airline""",Negative
"""did not impress me with service""",Positive
"""will fly them again""",Negative
"""staff did absolute minimum only""",Positive
"""consoling messages but absolutely zero/no action""",Negative
"""she was unapologetic, unhelpful and unhappy""",Negative
"""they refuse to refund""",Negative
"""Two great flights""",Negative
"""I wont book Etihad again""",Negative
"""airline told us lies""",Negative
"""They simply don't care about their customers""",Negative
"""Very bad in-flight services""",Negative
"""most awful flight""",Negative
"""I would have rather walked back""",Negative
"""seats were absolutely tiny""",Negative
"""Never again""",Negative
"""the most uncomfortable flight""",Negative
"""crew basically ignores passengers""",Negative
"""pleasant long haul flight""",Positive
"""This was the worst flight """,Negative
"""good value for the money""",Positive
"""inferior quality for the price charged""",Negative
"""plane was in a terrible condition""",Negative
"""legroom was awful""",Negative
"""worst flight ever experienced""",Negative
Europe Airpost customer review,Positive
"""never fly with this airline again""",Negative
"""Disorganized, misinformed, and sloppy""",Negative
"""I also felt neglected and dismissed""",Negative
"""still did not receive my lost luggage""",Negative
"""Do not go with this company""",Negative
"""I will not fly Eurowings again""",Negative
"""didn't get any news about my luggage""",Negative
"""Thank you for your professionalism and care!""",Negative
"""Staff are extremely friendly and efficient""",Positive
"""simple and economical extras model""",Positive
"""friendly flight attendants""",Positive
"""first and last time""",Negative
"""Customer service is non-existent""",Negative
"""We will never fly Eurowings again""",Negative
"""Nightmare airline""",Negative
"""I won’t complain""",Positive
"""worst customer services ever""",Negative
"""they lied in our face""",Negative
"""Absolutely the worst customer service""",Negative
"""rudeness in communication""",Negative
"""Worst airline ever""",Negative
"""isn’t really a business class""",Positive
"""premium price to fly low cost""",Negative
"""Never flying with them again""",Negative
"""No one on the phone can help""",Negative
"""Worst staff attitude""",Negative
"""customer service is appalling""",Negative
"""Don’t recommend at all""",Negative
"""I was given a middle seat""",Negative
"""The worst boarding experience""",Negative
"""no reply anymore""",Negative
